Store,Climate,VSG,Product,Store_Group,Space,Sales,Scaled_Alpha_Sales,Scaled_Shift_Sales,Scaled_Beta_Sales,Scaled_BP_Sales,Units,Scaled_Alpha_Units,Scaled_Shift_Units,Scaled_Beta_Units,Scaled_BP_Units,Profit,Scaled_Alpha_Profit,Scaled_Shift_Profit,Scaled_Beta_Profit,Scaled_BP_Profit,Lower_Limit,Upper_Limit,Recommended_Space
618,SUPER HOT,ST,DENIM LONG BTMS,HOT & SH-NA,0.493959144,317.23,1603.764402,0,1.971851331,0,19,73.96228419,0,1.507192384,0,100.917,673.0348037,0,2.61290493,0,0,4,0.493959144
618,SUPER HOT,ST,DRESSES,HOT & SH-NA,0.923793774,1781.05,2320.064511,0,0.773447199,0,72,95.97579245,0,0.802734244,0,940.651,1177.676761,0,0.722869193,0,0.5,4.5,0.923793774
618,SUPER HOT,ST,JACKETS,HOT & SH-NA,0.384747082,659.86,1248.681606,0,0.534406684,0,21,41.72344872,0,0.566043039,0,277.982,512.1288582,0,0.517508539,0,0,1.5,0.384747082
618,SUPER HOT,ST,KNIT BOTTOMS,HOT & SH-NA,10.58655642,159.35,427.6702611,2.9597,15.71284818,6.592202831,19,49.82981871,3.5943,14.04940705,6.592202831,52.392,130.3400686,2.2398,15.83143501,6.592202831,6.75,14.75,10.58655642
618,SUPER HOT,ST,KNIT TOPS,HOT & SH-NA,10.58655642,6141.19,9481.004444,2.751141513,8.4233,6.099474878,570,838.4152186,2.904796596,7.7269,5.882483025,3237.524,5119.432063,1.821228726,9.7287,6.001861054,6.75,20.25,10.58655642
618,SUPER HOT,ST,SHORTS,HOT & SH-NA,0.346673152,719.58,1348.118506,0,0.475793884,0,33,60.79811735,0,0.466314395,0,393.091,723.6126875,0,0.465844213,0,0,1.25,0.346673152
618,SUPER HOT,ST,SKIRTS,HOT & SH-NA,3.026877432,846.74,1025.986795,0,2.23018022,1.184441401,40,48.0781986,0,2.195637307,1.219952612,553.602,667.9544239,0,2.212039965,0,1.25,6,3.026877432
618,SUPER HOT,ST,SWEATERS,HOT & SH-NA,3.026877432,2685.08,3716.320613,0,2.787241948,0.694823666,137,191.1728534,0,2.821533868,0.681835678,1446.399,2012.197665,0,2.80874361,0.681396454,1.25,6,3.026877432
618,SUPER HOT,ST,WOVEN TOPS,HOT & SH-NA,4.629990272,4399.94,6303.534708,0,4.485648359,1.238938245,297,422.7043959,0,4.443089663,1.198920703,2373.228,3346.688014,0.004110861,4.3797,1.290976939,1.5,7.75,4.629990272
619,SUPER HOT,ST,CAPRIS,HOT & SH-NA,1.515075299,1918.74,2464.87691,0,1.239456882,0,84,115.5341982,0,1.38197539,0,958.058,1187.103432,0,1.163726588,0,0,2.5,1.515075299
619,SUPER HOT,ST,CAREER LONG BTMS,HOT & SH-NA,2.501614656,2678.26,3893.875226,0,2.475266053,0,113,163.0041782,0,2.447689644,0,1307.003,1878.717014,0,2.435294841,0,0.75,4,2.501614656
619,SUPER HOT,ST,DENIM LONG BTMS,HOT & SH-NA,1.574615743,604.32,1312.723901,0,2.567234133,0,27,58.34804799,0,2.552207339,0,241.295,551.6569569,0,2.719615847,0,0,3.75,1.574615743
619,SUPER HOT,ST,DRESSES,HOT & SH-NA,1.701024686,2270.81,2399.920941,0,0.882063994,0,96,102.7390104,0,0.92387165,0,1139.182,1181.962993,0,0.812049029,0,0.25,4.25,1.701024686
619,SUPER HOT,ST,JACKETS,HOT & SH-NA,0.432355224,318.26,842.9132426,0,0.878036531,0,10,28.5773818,0,0.953036116,0,158.833,365.7007589,0,0.752664561,0,0,1.5,0.432355224
619,SUPER HOT,ST,KNIT BOTTOMS,HOT & SH-NA,9.009843192,422.29,754.2772116,1.584073961,9.6194,4.581776449,30,67.49262673,3.150758242,9.9386,5.989112896,206.577,307.5466463,0.532017669,8.6727,3.75664457,6.5,14,9.009843192
619,SUPER HOT,ST,KNIT TOPS,HOT & SH-NA,9.009843192,9760.91,14075.44995,0.396754312,8.4233,2.619658977,897,1253.846409,0.741752289,7.7269,2.705591193,5107.043,7451.0563,0,8.959299316,2.602161496,6.5,19,9.009843192
619,SUPER HOT,ST,SHORTS,HOT & SH-NA,0.773109766,918.35,1291.835995,0,0.72930036,0,46,62.05481625,0,0.68451814,0,454.732,647.6978092,0,0.74273774,0,0,1.25,0.773109766
619,SUPER HOT,ST,SKIRTS,HOT & SH-NA,2.295513119,1255.66,1562.285257,0,1.776355545,0.603012385,62,76.1301332,0,1.734173242,0.589770821,806.595,1002.961525,0,1.774448218,0,1,5.5,2.295513119
619,SUPER HOT,ST,SWEATERS,HOT & SH-NA,2.295513119,2222.45,3601.560392,0,2.630875316,0.677201437,108,179.7481177,0,2.722628813,0.700659245,1230.938,1981.920849,0,2.608851527,0.642767991,1,5.5,2.295513119
619,SUPER HOT,ST,WOVEN TOPS,HOT & SH-NA,3.796848315,5036.25,7509.653423,0,3.892616964,0.89905034,334,496.1082167,0,3.871722359,0.887181236,2730.599,4013.247546,0,3.81488236,0.93060742,1.5,7.25,3.796848315
62,SUPER HOT,ST,CAPRIS,COLD-NA,1.042865259,229.12,249.2348955,0,0.597082719,0,11,12.23315228,0,0.635518475,0,101.608,109.0581867,0,0.572081643,0,0,2.75,1.042865259
62,SUPER HOT,ST,CAREER LONG BTMS,COLD-High,2.359627313,3347.67,3695.502139,0,1.409542155,0,143,160.2357454,0,1.466303564,0,1619.989,1772.327442,0,1.374162588,0.821585116,1,4.5,2.359627313
62,SUPER HOT,ST,DENIM LONG BTMS,COLD-High,0.8692687,716.01,1302.832618,0,1.151785504,0,31,58.07289599,0,1.192911304,0,302.951,585.7046781,0,1.238497804,0,0.25,4.25,0.8692687
62,SUPER HOT,ST,DRESSES,COLD-High,1.843981235,3058.39,3059.874167,0,0.528530409,0,114,114.1250222,0,0.564809953,0,1727.728,1728.420207,0,0.520933413,0,0.5,4.5,1.843981235
62,SUPER HOT,ST,JACKETS,COLD-High,0.470639562,842.71,1472.537238,0,0.593412669,0,27,49.54642378,0,0.630029753,0,367.93,617.5260297,0,0.564203255,0,0,1.75,0.470639562
62,SUPER HOT,ST,KNIT BOTTOMS,COLD-High,10.63182486,574.66,689.772901,1.366528752,6.7029,6.278974114,58,71.92363069,1.732827734,6.8452,5.871065907,239.047,286.1576264,0.711449334,7.1387,6.372734129,7,15.25,10.63182486
62,SUPER HOT,ST,KNIT TOPS,COLD-High,10.63182486,7488.82,9361.077364,0.511897291,7.8967,6.785244337,681,814.836038,0,7.643723994,6.852207543,3759.401,4615.514197,0.217763627,7.8653,6.894433297,7,20.25,10.63182486
62,SUPER HOT,ST,SKIRTS,COLD-High,2.976859526,789.87,798.8130954,0.709702422,0.8938,1.581469318,38,38.43040631,0.712862106,0.8926,1.596256202,521.733,526.7593707,0.703678216,0.877,1.541437567,1.25,6,2.976859526
62,SUPER HOT,ST,SWEATERS,COLD-High,2.976859526,3578.11,3578.424837,1.356083985,0.4133,1.750741789,186,186.0291075,1.353859263,0.4293,1.76775638,1821.505,1821.525649,0.922349678,0.468,1.356360545,1.25,6,2.976859526
62,SUPER HOT,ST,WOVEN TOPS,COLD-High,4.474933542,4544.52,5766.884682,0.381880138,3.2792,2.307629562,290,361.3265021,0.497241408,3.0859,2.405857286,2455.975,3168.488563,0.374923628,3.3782,2.280760742,1.75,7.75,4.474933542
620,SUPER HOT,ST,CAPRIS,HOT & SH-NA,1.375696323,1847.91,2464.126764,0,1.196084009,0,81,115.7736602,0,1.328323209,0,932.764,1195.775288,0,1.121497716,0,0,2.75,1.375696323
620,SUPER HOT,ST,CAREER LONG BTMS,HOT & SH-NA,2.34384848,2059.16,3365.141362,0,2.715665561,0,86,139.7583447,0,2.69607265,0,1009.578,1625.477583,0,2.663712594,0,0.75,4.25,2.34384848
620,SUPER HOT,ST,DENIM LONG BTMS,HOT & SH-NA,1.271462677,524.81,1379.450531,0,2.560922461,0,21,58.37715507,0,2.720748048,0,239.682,615.9885562,0,2.498987353,0,0,4,1.271462677
620,SUPER HOT,ST,DRESSES,HOT & SH-NA,1.922218685,2861,2938.957269,0,0.866476811,0,116,120.3199061,0,0.916206698,0,1470.536,1493.755336,0,0.794487901,0,0.25,4.25,1.922218685
620,SUPER HOT,ST,JACKETS,HOT & SH-NA,0.57563266,996.21,1353.93649,0,0.515573196,0,33,45.93587431,0,0.534618916,0,442.128,579.0770422,0,0.486261621,0,0,1.5,0.57563266
620,SUPER HOT,ST,KNIT BOTTOMS,HOT & SH-NA,9.36506446,297,614.0037025,2.9597,9.868442469,6.592202831,24,59.93485049,3.5943,10.99139041,6.592202831,140.167,235.6337429,2.145381169,8.6727,6.426866942,6.5,14.25,9.36506446
620,SUPER HOT,ST,KNIT TOPS,HOT & SH-NA,9.36506446,7255.86,11338.17497,1.655479382,8.4233,4.432856793,651,986.6188641,1.994931211,7.7269,4.507662156,3927.844,6162.671127,0.508568336,9.7287,3.947811966,6.5,19.5,9.36506446
620,SUPER HOT,ST,SHORTS,HOT & SH-NA,0.614133376,498.37,959.3972981,0,0.870571804,0,23,43.05777265,0,0.842115881,0,263.627,503.6053301,0,0.86265616,0,0,1.25,0.614133376
620,SUPER HOT,ST,SKIRTS,HOT & SH-NA,2.772051568,1720.42,1938.643777,0,1.746979638,0.474664242,82,91.91703268,0,1.724186547,0.482693676,1113.861,1253.276628,0,1.740538375,0,1,5.75,2.772051568
620,SUPER HOT,ST,SWEATERS,HOT & SH-NA,2.772051568,1721.49,2867.37609,0,3.291111326,1.071034071,84,143.9801828,0,3.412353168,1.103252854,945.688,1572.640879,0,3.284372908,1.026020459,1,5.75,2.772051568
620,SUPER HOT,ST,WOVEN TOPS,HOT & SH-NA,3.359891771,5947.82,8755.678575,0,3.383437299,0.668655974,388,571.395971,0,3.385334415,0.672058072,3420.54,4886.177595,0,3.241486574,0.647359185,1.5,7.25,3.359891771
621,SUPER HOT,ST,CAPRIS,HOT & SH-NA,1.725733551,1712.19,2162.365061,0,1.371188223,0,77,103.9875224,0,1.530569317,0,829.615,1013.04922,0,1.290303262,0,0,3,1.725733551
621,SUPER HOT,ST,CAREER LONG BTMS,HOT & SH-NA,2.43638045,1655.73,2908.249349,0,3.091728664,0,72,123.5370689,0,3.002964372,0,770.185,1359.931837,0,3.111813583,0,1,4.75,2.43638045
621,SUPER HOT,ST,DENIM LONG BTMS,HOT & SH-NA,2.699423295,1227.64,1532.282391,0,2.100829881,0,53,67.27899866,0,2.163967573,0,525.348,655.5792955,0,2.100056256,0,0.25,4.75,2.699423295
621,SUPER HOT,ST,DRESSES,HOT & SH-NA,1.955141409,2075.14,2147.181968,0,0.919886218,0,87,91.03007352,0,0.971978241,0,1096.896,1117.994342,0,0.832663288,0,0.5,4.5,1.955141409
621,SUPER HOT,ST,JACKETS,HOT & SH-NA,0.852086331,762.99,908.8925816,0,0.607202503,0,27,32.56260934,0,0.62216621,0,307.09,358.9340265,0,0.583837196,0,0,1.75,0.852086331
621,SUPER HOT,ST,KNIT BOTTOMS,HOT & SH-NA,11.40053564,372.05,610.4987516,2.9597,9.831323323,6.592202831,47,74.660288,2.499813802,9.9386,5.059229541,119.901,187.4054683,2.2398,10.01202068,6.592202831,8.25,17.5,11.40053564
621,SUPER HOT,ST,KNIT TOPS,HOT & SH-NA,11.40053564,10775.22,13670.15773,0.882264141,8.4233,3.172696941,927,1155.756938,1.452333152,7.7269,3.586971971,5725.316,7392.109333,0,9.405782322,2.754254473,8.25,20.25,11.40053564
621,SUPER HOT,ST,SHORTS,HOT & SH-NA,0.802065069,982.09,1340.739895,0,0.723340481,0,46,61.38040325,0,0.698083122,0,519.77,704.7973396,0,0.715847228,0,0,1.25,0.802065069
621,SUPER HOT,ST,SKIRTS,HOT & SH-NA,3.344525092,1345.34,1483.540469,0,1.991997595,0.713640674,63,69.15871292,0,1.966881276,0.739444457,883.259,971.259083,0,1.976413273,0,1.5,6,3.344525092
621,SUPER HOT,ST,SWEATERS,HOT & SH-NA,3.344525092,2339.4,3237.974437,0,3.07988017,0.884150893,112,159.429623,0,3.21027508,0.934285425,1298.041,1792.884019,0,3.070230308,0.83810978,1.5,6,3.344525092
621,SUPER HOT,ST,WOVEN TOPS,HOT & SH-NA,4.394109166,5761.4,7817.02708,0,3.925401122,0.870370401,372,507.4376923,0,3.957879353,0.88632889,3238.41,4293.999136,0,3.786261725,0.862143866,2,8,4.394109166
622,SUPER HOT,ST,CAPRIS,HOT & SH-NA,1.298593904,2060.73,2717.925459,0,1.109436579,0,93,129.6418039,0,1.208657278,0,995.596,1278.68796,0,1.061954658,0,0,2.5,1.298593904
622,SUPER HOT,ST,CAREER LONG BTMS,HOT & SH-NA,2.001322139,1850.09,3365.026943,0,2.650474359,0,81,143.4464326,0,2.565453432,0,870.01,1588.422197,0,2.662682663,0,0.75,4.25,2.001322139
622,SUPER HOT,ST,DENIM LONG BTMS,HOT & SH-NA,1.260978281,989.51,1849.465764,0,1.725762242,0,40,77.59534256,0,1.803781038,0,431.195,809.9029176,0,1.735940305,0,0,4,1.260978281
622,SUPER HOT,ST,DRESSES,HOT & SH-NA,1.685863844,2063.64,2197.076632,0,0.898921673,0,86,92.93793535,0,0.945732574,0,972.689,1017.208323,0,0.836107904,0,0.25,4.25,1.685863844
622,SUPER HOT,ST,JACKETS,HOT & SH-NA,0.415481657,564.77,1111.688255,0,0.604620584,0,19,38.32318099,0,0.622099511,0,242.405,458.7170541,0,0.577101836,0,0,1.5,0.415481657
622,SUPER HOT,ST,KNIT BOTTOMS,HOT & SH-NA,9.315851068,201.08,520.1381015,2.9597,12.58117105,6.592202831,23,59.14878991,3.5943,11.25331662,6.592202831,69.744,165.9623337,2.2398,12.77876284,6.592202831,6.5,14,9.315851068
622,SUPER HOT,ST,KNIT TOPS,HOT & SH-NA,9.315851068,11264.24,15378.30126,0,8.401869921,2.025543252,1023,1361.515583,0.401482131,7.7269,2.207034048,5871.942,8121.724121,0,8.569725263,2.278331861,6.5,19.25,9.315851068
622,SUPER HOT,ST,SHORTS,HOT & SH-NA,0.79163789,528.07,892.021888,0,0.956772459,0,26,41.62126893,0,0.892938737,0,268.418,456.2812272,0,0.96440231,0,0,1.25,0.79163789
622,SUPER HOT,ST,SKIRTS,HOT & SH-NA,2.674983756,1245.53,1480.092413,0,1.896871537,0.681214283,61,71.69168493,0,1.854284421,0.671356567,807.029,956.9603016,0,1.888652697,0,1,5.5,2.674983756
622,SUPER HOT,ST,SWEATERS,HOT & SH-NA,2.674983756,2391.46,3582.89878,0,2.760502231,0.714352614,118,180.2831637,0,2.835458253,0.727481696,1328.27,1979.484946,0,2.74029487,0.676000835,1,5.5,2.674983756
622,SUPER HOT,ST,WOVEN TOPS,HOT & SH-NA,3.975287461,5547.98,7891.704704,0,3.81169379,0.83703032,380,533.8402309,0,3.742749355,0.796051691,3050.672,4262.643977,0,3.712944531,0.8517781,1.5,7.25,3.975287461
623,SUPER HOT,ST,CAPRIS,COLD-NA,0.759945269,294.97,357.458056,0,0.560058969,0,15,18.40895299,0,0.573553948,0,122.869,148.6279522,0,0.558110403,0,0,2.75,0.759945269
623,SUPER HOT,ST,CAREER LONG BTMS,COLD-High,2.352631725,3001.64,3352.322853,0,1.449638948,0,123,140.3661628,0,1.528334367,0,1523.49,1677.154489,0,1.394646122,0.887845357,1,4.5,2.352631725
623,SUPER HOT,ST,DENIM LONG BTMS,COLD-High,0.75222449,910.04,1594.949672,0,0.951968777,0,36,67.29776352,0,1.029691531,0,407.676,732.0880188,0,0.980845701,0,0.25,4.25,0.75222449
623,SUPER HOT,ST,DRESSES,COLD-Low,0.821711503,854.96,854.96,0,0,0,29,29,0.132616298,0.0831,0.132616298,502.219,502.219,0,0.102534298,0,0.5,4.5,0.821711503
623,SUPER HOT,ST,JACKETS,COLD-High,0.433466605,813.67,1498.979045,0,0.583014497,0,27,51.44529331,0,0.607018358,0,340.922,613.0720396,0,0.566176047,0,0,1.75,0.433466605
623,SUPER HOT,ST,KNIT BOTTOMS,COLD-Low,11.68815677,291.05,326.0228387,0.517007592,6.9361,4.572494863,24,27.52592601,1.106392975,6.9541,5.753962975,131.905,144.0001705,0.045287896,6.7379,3.891498995,7,15.25,11.68815677
623,SUPER HOT,ST,KNIT TOPS,COLD-High,11.68815677,5253.33,6738.8962,1.2836,8.491147489,9.097385832,502,606.4604232,0.4197,8.255145333,9.097385832,2604.113,3278.693597,0.897,8.528215561,9.097385832,7,20.25,11.68815677
623,SUPER HOT,ST,SKIRTS,COLD-High,3.055222635,738.92,745.8908786,0.732109447,0.8938,1.694080447,40,40.33528567,0.699555414,0.8926,1.526300061,452.044,455.9279245,0.748021876,0.877,1.785472846,1.25,6,3.055222635
623,SUPER HOT,ST,SWEATERS,COLD-High,3.055222635,2661.95,2662.093465,1.386286884,0.4133,2.042541041,138,138.0140082,1.386541472,0.4293,2.085236103,1340.432,1340.441579,0.954239208,0.468,1.678382474,1.25,6,3.055222635
623,SUPER HOT,ST,WOVEN TOPS,COLD-High,3.916641002,4336.63,5931.26804,0.290802398,3.2792,2.156916105,283,378.2651795,0.380590769,3.0859,2.192879493,2246.188,3164.008884,0.342699513,3.3782,2.251541061,1.75,7.75,3.916641002
624,SUPER HOT,ST,CAREER LONG BTMS,COLD-High,2.244783879,2111.6,2508.520694,0,1.590857247,0,90,109.4715215,0,1.666076531,0,1037.287,1212.540775,0,1.538459121,1.461471453,1,4.5,2.244783879
624,SUPER HOT,ST,DENIM LONG BTMS,COLD-High,0.913250584,1291.36,1843.629173,0,0.880337262,0,48,73.57639997,0,0.972348195,0,622.172,890.106429,0,0.882997745,0,0.25,4.25,0.913250584
624,SUPER HOT,ST,DRESSES,COLD-High,1.061392377,954,1036.651701,0,0.605728418,0,35,39.25654677,0,0.661182261,0,523.024,565.9842826,0,0.597979329,0,0.5,4.5,1.061392377
624,SUPER HOT,ST,JACKETS,COLD-Low,0.498453563,267.18,312.6032403,0,0.342271115,0,9,11.1949734,0,0.385550478,0,119.322,129.3121773,0,0.282117037,0,0,1.5,0.498453563
624,SUPER HOT,ST,KNIT BOTTOMS,COLD-High,11.32500438,435.54,531.1779628,2.0889,6.889505948,8.363497518,40,51.73556435,2.7585,7.088275672,8.363497518,171.95,211.4661482,1.3561,7.552756732,8.363497518,7,15,11.32500438
624,SUPER HOT,ST,KNIT TOPS,COLD-High,11.32500438,4901.21,6512.448015,1.2836,8.681336605,9.097385832,450,563.9469976,0.4197,8.548317655,9.097385832,2497.541,3230.958894,0.897,8.63151973,9.097385832,7,20.25,11.32500438
624,SUPER HOT,ST,SKIRTS,COLD-High,3.1946342,478.73,483.1279086,0.763,0.932317217,1.892931247,24,24.21129235,0.763,0.927196297,1.892931247,310.211,312.6219584,0.763,0.912630765,1.892931247,1.25,6,3.1946342
624,SUPER HOT,ST,SWEATERS,COLD-High,3.1946342,2420.66,2420.692558,1.395681915,0.4133,2.32988194,127,127.003526,1.395402767,0.4293,2.351654296,1199.7,1199.702285,0.965433951,0.468,2.065333921,1.25,6,3.1946342
624,SUPER HOT,ST,WOVEN TOPS,COLD-Low,4.172370035,2188.5,2533.472399,0.777345989,2.2782,1.826333967,147,170.6886188,0.637319154,2.388,1.775805712,1161.814,1336.025729,0.738743557,2.2701,1.809159343,1.5,7.75,4.172370035
625,SUPER HOT,ST,CAPRIS,COLD-NA,0.465376275,321.78,479.0916928,0,0.476120115,0,14,21.85624466,0,0.507824247,0,162.342,232.630936,0,0.451016644,0,0,2.75,0.465376275
625,SUPER HOT,ST,CAREER LONG BTMS,COLD-High,2.024455844,2478.05,2983.420972,0,1.473235331,0,107,131.3465554,0,1.528551985,0,1182.629,1409.03825,0,1.443177896,1.129395739,1,4.5,2.024455844
625,SUPER HOT,ST,DENIM LONG BTMS,COLD-Low,1.035703876,364.98,366.771485,0,0.36798131,0,15,15.10032956,0,0.381591313,0,168.176,168.176,0,0,0,0.25,4.25,1.035703876
625,SUPER HOT,ST,DRESSES,COLD-Low,1.005323229,453.11,453.11,0,NA,0,22,22,0,0.121234859,0,191.604,191.604,0,NA,0,0.5,4.5,1.005323229
625,SUPER HOT,ST,JACKETS,COLD-High,0.552375401,1127.08,1644.552623,0,0.549356734,0,40,58.68268922,0,0.553583731,0,436.784,640.8348701,0,0.553636512,0,0,1.75,0.552375401
625,SUPER HOT,ST,KNIT BOTTOMS,COLD-High,11.40655203,476.53,570.0501538,2.079071839,6.7029,8.330798646,44,55.49549405,2.7585,6.855584653,8.363497518,210.782,249.4692091,1.256595281,7.1387,8.017546826,7,15.25,11.40655203
625,SUPER HOT,ST,KNIT TOPS,COLD-High,11.40655203,6326.25,7908.615032,1.2836,7.900407041,9.097385832,569,680.7621042,0.4197,7.897528033,9.097385832,3281.241,4001.126868,0.859192668,7.8653,8.95733806,7,20.25,11.40655203
625,SUPER HOT,ST,SKIRTS,COLD-High,3.1706348,646.49,651.2584108,0.763,0.897754741,1.892931247,31,31.22913822,0.763,0.897991352,1.892931247,415.776,418.3975449,0.763,0.880774188,1.892931247,1.25,6,3.1706348
625,SUPER HOT,ST,SWEATERS,COLD-High,3.1706348,2182.1,2182.142355,1.3977,0.4150543,2.686574115,114,114.0045033,1.3977,0.431331051,2.686574115,1112.151,1112.153943,0.9672,0.46916086,2.686574115,1.25,6,3.1706348
625,SUPER HOT,ST,WOVEN TOPS,COLD-High,4.029578549,4431.78,5945.766765,0.294015938,3.2792,2.1550568,300,390.0404834,0.332131709,3.0859,2.083313939,2350.558,3224.089582,0.310508934,3.3782,2.179870224,1.75,7.75,4.029578549
626,SUPER HOT,ST,CAREER LONG BTMS,COLD-High,1.758879781,1614.58,2277.244268,0,1.665694647,0,75,106.2970894,0,1.677596667,0,704.304,1005.908668,0.0169,1.680164082,1.639197297,1,4.5,1.758879781
626,SUPER HOT,ST,DENIM LONG BTMS,COLD-High,0.866775956,960.04,1548.85923,0,0.987671159,0,36,63.15922746,0,1.098337215,0,452.092,735.6994961,0,0.998798589,0,0,4.25,0.866775956
626,SUPER HOT,ST,DRESSES,COLD-High,0.924467213,1081.59,1221.373127,0,0.585656559,0,43,49.77470621,0,0.620262769,0,577.493,651.1242357,0,0.583449393,0,0.5,4.5,0.924467213
626,SUPER HOT,ST,JACKETS,COLD-High,0.526256831,669.5,1221.407959,0,0.699517289,0,24,43.86979625,0,0.701166316,0,276.858,494.8476256,0,0.682282903,0,0,1.5,0.526256831
626,SUPER HOT,ST,KNIT BOTTOMS,COLD-Low,11.43553279,90.65,128.1086285,1.5945,9.346802342,7.418745004,14,17.77336012,1.7194,7.790017382,7.418745004,32.014,45.02991689,1.3115,9.549109431,7.418745004,7,15,11.43553279
626,SUPER HOT,ST,KNIT TOPS,COLD-High,11.43553279,6255.02,7827.215575,1.2836,7.936792954,9.097385832,612,722.9933063,0.284877305,7.8129,8.55213149,3075.91,3791.031695,0.897,8.016364,9.097385832,7,20.25,11.43553279
626,SUPER HOT,ST,SKIRTS,COLD-High,3.088592896,724.13,730.385845,0.738845487,0.8938,1.731874899,36,36.30081445,0.731986956,0.8926,1.691139412,461.84,465.3123238,0.742201597,0.877,1.746346028,1.25,6,3.088592896
626,SUPER HOT,ST,SWEATERS,COLD-High,3.088592896,2343.49,2343.591596,1.3977,0.413536804,2.686574115,128,128.0101614,1.394460882,0.4293,2.306777964,1125.312,1125.318851,0.9672,0.468990722,2.686574115,1.25,6,3.088592896
626,SUPER HOT,ST,WOVEN TOPS,COLD-High,4.45489071,3612.57,4847.158208,0.719884706,3.2792,3.073188347,229,301.1046561,0.82488532,3.0859,3.189614996,1916.492,2635.785436,0.750966802,3.3782,3.1030127,1.5,7.75,4.45489071
627,SUPER HOT,ST,CAPRIS,COLD-NA,0.344663694,104.4,318.1576098,0,0.813662077,0,5,15.39114911,0,0.822376456,0,47.09,144.9597765,0,0.822412165,0,0,2.75,0.344663694
627,SUPER HOT,ST,CAREER LONG BTMS,COLD-Low,2.140725252,801.88,998.8041882,0.0855,1.593586662,1.178448115,36,46.53377204,0.0855,1.698860449,1.178448115,373.112,462.1443798,0.0792,1.582407208,1.178448115,1,4.5,2.140725252
627,SUPER HOT,ST,DENIM LONG BTMS,COLD-High,1.151765609,674.55,1062.011289,0,1.271003132,0,30,48.36188427,0,1.31107125,0,262.033,457.9232474,0,1.452421398,0,0.25,4.25,1.151765609
627,SUPER HOT,ST,DRESSES,COLD-High,1.470449627,1272.55,1285.142328,0,0.569309719,0,48,48.81295248,0,0.614159044,0,606.87,613.0976206,0,0.572066692,0,0.5,4.5,1.470449627
627,SUPER HOT,ST,JACKETS,COLD-Low,0.394891066,383.96,473.0777489,0,0.300208209,0,14,17.89229405,0,0.320243777,0,151.745,175.44536,0,0.26425789,0,0,1.5,0.394891066
627,SUPER HOT,ST,KNIT BOTTOMS,COLD-High,11.09505337,340.75,442.5535662,2.0889,7.503475161,8.363497518,37,49.43200534,2.7585,7.26990768,8.363497518,135.676,177.6017419,1.3561,8.219378652,8.363497518,7,15,11.09505337
627,SUPER HOT,ST,KNIT TOPS,COLD-Low,11.09505337,3608.73,4383.470506,4.5792,4.823497225,7.368539214,352,434.3100479,4.9257,4.702240019,7.368539214,1855.392,2204.638032,4.6456,4.57270211,7.368539214,7,20.25,11.09505337
627,SUPER HOT,ST,SKIRTS,COLD-Low,3.169520398,340.27,361.0324486,0.029,1.653405315,1.818988632,18,18.8684867,0.022398292,1.5774,1.670330106,208.927,221.7962406,0,1.67210638,0,1.25,6,3.169520398
627,SUPER HOT,ST,SWEATERS,COLD-Low,3.169520398,1116.72,1578.895793,0.6943,2.35248771,1.76571967,59,84.16425694,0.6943,2.383222996,1.76571967,551.212,792.0247422,0.6943,2.408285808,1.76571967,1.25,6,3.169520398
627,SUPER HOT,ST,WOVEN TOPS,COLD-Low,3.922930984,2104.14,2525.872297,0.774408947,2.2782,1.826787197,140,168.6586327,0.645501517,2.388,1.798799905,1138.342,1351.85363,0.717472231,2.2701,1.774402612,1.5,7.75,3.922930984
63,SUPER HOT,ST,CAREER LONG BTMS,COLD-High,2.429037476,1666.5,1987.000306,0,1.73413803,0,67,82.9813884,0,1.864252394,0,847.677,987.333619,0.0169,1.640442051,1.639197297,0.75,4.25,2.429037476
63,SUPER HOT,ST,DENIM LONG BTMS,COLD-Low,0.836721488,153.13,161.2591334,0,0.427670003,0,10,10.42627491,0,0.409215273,0,17.3,17.3,0,NA,0,0,4,0.836721488
63,SUPER HOT,ST,DRESSES,COLD-High,1.193043947,1424.12,1471.612897,0,0.557232407,0,50,52.61113788,0,0.607724924,0,833.751,858.08427,0,0.544196766,0,0.5,4.5,1.193043947
63,SUPER HOT,ST,JACKETS,COLD-High,0.416770019,874.72,1585.809598,0,0.549776358,0,29,54.32589459,0,0.571935571,0,368.695,651.3373532,0,0.532637525,0,0,1.5,0.416770019
63,SUPER HOT,ST,KNIT BOTTOMS,COLD-Low,11.03008897,285.66,327.3851058,0.457831406,6.9361,4.49439749,29,33.19753277,0.402223022,6.9541,4.162654644,106.214,120.8198729,0.579267876,6.7379,5.281513376,6.75,14.75,11.03008897
63,SUPER HOT,ST,KNIT TOPS,COLD-High,11.03008897,4891.46,6610.315953,1.2836,8.6533234,9.097385832,448,570.1179118,0.4197,8.542260704,9.097385832,2429.736,3213.663595,0.897,8.696396051,9.097385832,6.75,20.25,11.03008897
63,SUPER HOT,ST,SKIRTS,COLD-High,3.063736856,708.48,715.2618466,0.745056974,0.8938,1.770959841,34,34.32617172,0.748832873,0.8926,1.794729054,477.104,480.8789624,0.732277349,0.877,1.686790437,1.25,6,3.063736856
63,SUPER HOT,ST,SWEATERS,COLD-High,3.063736856,1873.14,1873.271451,1.3977,0.419054807,2.686574115,105,105.0129135,1.3977,0.433849469,2.686574115,906.336,906.3447981,0.9672,0.473944231,2.686574115,1.25,6,3.063736856
